timestamp,temperature_c,power_w,power_limit_w,memory_used_mib,memory_total_mib,gpu_util_pct,memory_util_pct,sm_clock_mhz,memory_clock_mhz,pstate
2026/09/21 07:17:10.042, 78, 132.31, 170.00, 7399, 12288, 100, 27, 1815, 7301, P2
2026/09/21 07:17:15.382, 77, 132.79, 170.00, 7399, 12288, 100, 27, 1815, 7301, P2
2026/09/21 07:17:20.731, 78, 135.23, 170.00, 7399, 12288, 100, 28, 1815, 7301, P2
2026/09/21 07:17:26.067, 78, 135.45, 170.00, 7399, 12288, 100, 24, 1815, 7301, P2
2026/09/21 07:17:31.406, 78, 134.75, 170.00, 7399, 12288, 100, 24, 1815, 7301, P2
2026/09/21 07:17:36.743, 77, 129.47, 170.00, 7399, 12288, 100, 28, 1815, 7301, P2
2026/09/21 07:17:42.084, 77, 125.41, 170.00, 7399, 12288, 100, 24, 1815, 7301, P2
2026/09/21 07:17:47.442, 75, 126.32, 170.00, 7399, 12288, 100, 26, 1815, 7301, P2
2026/09/21 07:17:52.772, 77, 130.78, 170.00, 7399, 12288, 100, 27, 1815, 7301, P2
2026/09/21 07:17:58.115, 78, 134.42, 170.00, 7399, 12288, 99, 25, 1815, 7301, P2
2026/09/21 07:18:03.469, 78, 134.69, 170.00, 7399, 12288, 99, 24, 1815, 7301, P2
2026/09/21 07:18:08.873, 78, 131.65, 170.00, 7399, 12288, 100, 24, 1800, 7301, P2
2026/09/21 07:18:14.224, 78, 127.70, 170.00, 7399, 12288, 100, 23, 1815, 7301, P2
2026/09/21 07:18:19.568, 78, 126.48, 170.00, 7399, 12288, 100, 23, 1815, 7301, P2
2026/09/21 07:18:24.912, 75, 129.08, 170.00, 7399, 12288, 97, 26, 1800, 7301, P2
2026/09/21 07:18:30.259, 78, 133.45, 170.00, 7399, 12288, 100, 26, 1800, 7301, P2
2026/09/21 07:18:35.595, 78, 134.97, 170.00, 7399, 12288, 100, 24, 1800, 7301, P2
2026/09/21 07:18:40.934, 78, 135.16, 170.00, 7399, 12288, 100, 24, 1800, 7301, P2
2026/09/21 07:18:46.294, 77, 128.34, 170.00, 7399, 12288, 100, 27, 1800, 7301, P2
2026/09/21 07:18:51.636, 78, 126.59, 170.00, 7399, 12288, 100, 25, 1800, 7301, P2
